,m2858,m260,m1196,m1210,m480,m2028,m589,m2571,m1270,m593,m1580,m1198,m608,m2762,m110,m2396,m1197,m527,m1617,m1265,m1097,m2628,m2997,m318,m858,m356,m2716,m296,m1240,m1,m1214,m2916,m457,m3578,m1200,m541,m2987,m1259,m50,m34,m2791,m780,m3175,m1193,m919,m924,m1127,m2355,m1387,m1221,m912,m1036,m1213,m1610,m377,m1291,m2000,m1136,m3114,m1307,m1704,m1721,m1968,m648,m2599,m32,m3793,m2174,m2797,m2918,m2291,m2959,m3471,m590,m1374,m1394,m2683,m592,m1784,m1573,m1304,m3418,m223,m380,m2706,m1225,m1584,m1527,m3481,m1923,m750,m2699,m39,m21,m1393,m2804,m588,m2406,m1220,m733
m3793,,0.6637959827050446,0.6832574730398033,0.6882924931606808,,0.6296398188335003,0.6376813257885742,0.6729583602826327,0.6312129048648032,0.6216687880893919,,0.6667752973799119,,0.6783163325672027,0.6223445435532748,,0.6435187133044228,,,,,,,,,,0.643975118225052,,0.6265800365585885,0.6331626643829654,,,0.6329482599568316,0.6548046149196749,0.6597433374810716,,,,0.6272140746233785,,,,0.6483415456371335,,,,,,,,,0.630941220004076,,0.6233251495199787,,0.671134420518438,0.6575656735447222,0.6315899245000532,0.6612340676053189,,,,0.6253162493937809,,,,,,,0.6399576451363004,,,,,0.6203254981907073,,,0.6528864019842368,,,,,,,,,,,,,,,,,,,,,,
m2174,,,,,,,0.5510016601848562,,0.5657901234328084,,0.5728936144638946,,0.5477792305145079,,,0.5506237985409771,,,,0.5774358950126692,,,0.5812068402174752,,,,0.6215363850703738,,,,0.5586584147349658,,,,0.5796355666283055,0.5877139722373051,0.6246853791918172,,,,0.5662048736730299,,,,,,,,,,,,0.5520371519040886,,,0.5489913148796074,0.561193605398836,,,,,,0.5671361053834648,,0.5493111755885252,0.5742251061569277,,,0.5578846503544226,0.5739714555024082,0.6360399598557334,0.5632750246494331,0.5745652264784593,,,0.5848088365148093,,0.6120246478575563,,,,,0.5684725931945197,,,,,,,,,,0.5483796741724549,,,0.5476611137615757,,,0.5609584977201569,
m2797,,,,,,0.6500030676764385,0.6281576404494211,,0.7057874412687986,,,0.6453216688620401,,0.6445814096591453,0.6282597771050838,0.6274837220105589,0.6458857294520619,0.6438716402772753,,0.6427736604838921,0.6927993694561154,,,0.6670561959070073,,0.6667417044092979,0.6348365194963232,,0.628930826915904,0.6904225319016242,,,0.6819760852058894,,,,,0.6672955157606881,,,,,,,0.622622696065158,,,,,,,0.6703735657783263,,,,0.629501629438972,0.6395749663681517,,0.6766446292348758,0.7051572090229564,0.6318197367442804,,,,,,,,,0.6520104675948509,,,0.6425014031959633,,,,,,0.6235168806925101,,0.6368949194482936,,,,,,,,,,,,,,,0.6217807213354672,,,,
m2918,0.7147743012972474,0.7262633379876163,0.7204643097774399,,,0.6973589307923738,,0.7311947018947579,0.6985509807047224,0.7042416863778875,,0.7342174115378349,,0.721423333106901,0.7143604023129018,,0.7532376130479421,0.6970786214163863,,,,,,0.7637985165704969,0.6902155899475121,,,0.6999425740486259,,0.6887321761594626,,,,0.6843894320837747,,,,0.7075990451984706,0.7624901582637855,,,,,,,,,,,,,0.7121028562816218,0.687617550890042,,,0.7013617376179471,,0.6835346401888248,0.6911107828247636,,0.729736024173848,,0.7427149689392355,,,,,,,,,0.7028106537472975,,,,,,,,,,,0.6867059022367747,,,,,,,,0.6945789795272393,,,,,0.7040044516473041,,,,
m2291,,,,,,,,,,,,,0.6061281790012587,,,,0.5524729632022523,,,,,,0.6138361488661551,,,,0.5534009333357577,0.5556695086966393,,,0.5730784472789664,,,,0.5649680276200753,0.575779472846553,0.5937921187513227,,0.5611165899357774,,,,0.5676411412889989,0.554156078119757,,,,0.5558233833548054,,,,,,,,,,0.5689628652673222,0.5627338855507753,,,,,,0.5660902140853741,0.6220179807862187,0.5512750112026068,0.6360399598557334,,,,0.5900771350648981,0.5599267115296271,,0.5708708513852434,0.5852883133919626,,0.6136702768820854,,,,0.5627519252879933,0.5673500651272237,,,0.573407090673294,,,0.5834155694117809,,0.5683584863461988,,,0.5808234374762563,,,,,,
m2959,0.7399845440937498,0.681196056573453,0.7022202277779922,,,0.665807863117713,,0.7288522452342828,,0.7027676271179779,,0.6817855934831446,0.6643785128516122,,0.6913014724298454,,0.6992534107754251,,0.6889073992747468,,,,0.7561334107787601,0.6948377798151241,0.6891542986424797,,,0.709961879589514,,,0.6663206182690756,,,,,0.6783921696115637,,0.672390106672739,0.7397973850384796,,,,,0.7064405108689169,,,,,,0.6767279097250463,,,0.6726721323901279,,,,,0.7408007686999377,0.6640003567529708,,,,,,,0.7434958174360553,,,,0.7028106537472975,,,,,,0.6960712918038764,,,,,,,0.6863045976124963,,,,,,,,0.7106400664867037,,,,,0.6634992197096045,,,,
m3471,,0.7177835173484217,0.6983513003470025,,,0.6931903421913952,,0.6904206437454278,0.6650438862251434,0.7020081485620491,,0.7215257902851024,,0.6962791507653564,,,,0.6913651832444074,0.6726878575977026,,0.7170065384499581,,,0.7067172345113449,0.6888640428501493,,,0.6669391523931253,0.6916906654679837,,0.6971106570841026,,,,0.686971385089429,0.6894710068952191,,,0.7246549361144244,,,,,0.705586044591956,0.6652750674122171,0.6800429168097519,,,0.7379234873885505,0.6789572555942647,,0.6691995521502923,,0.6704428462443044,,,,0.6648251557201172,,,,,,,,,,,,,,,,,,,,,,,0.6895936912082721,,,,,,,,,,0.6953361677534328,,,,,0.677165530483606,,,,
m590,,0.6323761339427003,,,,0.713203196834547,,,0.6300497075852471,0.6372732936924888,,0.6475039822807641,,0.6637811041466626,0.7241371422911678,0.6301610163157281,,0.718135570977103,,,0.6456843888796027,,,0.6911629434484164,0.6394575027386487,0.6738428450227884,,,,,,,0.6405181042961134,0.6559725811354049,,,,0.6302897209233467,,,,,,0.6331474718443344,,,,,0.6317725527424499,,,0.6605453044204872,0.6341875925855999,0.6469443712435746,,0.636561608246665,0.6322056716142388,,,0.631210686797821,0.6760857263576382,0.6421963516821425,,,,,,,,,,,0.6491210018157452,,,,,,0.656126097846398,,0.640781471224915,,,,,,,,,,,,,,0.6354187226752391,,,,,
m1374,,0.6751774519870406,0.6996633829431529,0.6457515311186136,,0.6249902450633406,0.6733785409178252,0.6442061807806096,0.6646621828812758,,,0.6835682955629795,,0.6315982046437316,0.6475543448748637,,0.6447023340437421,,,,,,,0.6356071891035774,,,0.6784406422225555,,0.6848233264639428,0.6569768287997728,0.659885709118493,,,,0.704396845982331,0.6451245068377188,,,,,0.6306741491400849,,,,,,,,0.6449530422915353,0.6316004472645012,,0.6714134905498863,,0.6620403099293837,,0.6452877967852774,0.6383051005236546,,0.6668487092601969,,,,,,,,,,,,,,0.6385269388700829,,,,,,,,0.6360588927300551,,,,,,,,,,0.6394990411014687,,,,,,0.6282050996508725,,,
m1394,0.6855290732493521,0.653379977033989,,,,,,0.6653969709970488,,0.6602411679846412,,0.6616217864295286,0.7215506343840076,,,,0.672360318062965,,0.7090328072319645,,,,0.7198509121244312,0.6865667938633873,0.6916561754954822,,,0.7128942525909626,,,0.6603715176908609,,,,0.6655508250489626,0.6914985606106714,,,0.7166828739498403,,,,,0.6916146189523249,,,,,0.6514680950142486,0.6740555801417797,0.6610864149572752,,0.7030999112984971,,,,,0.6976544442198642,0.6509675284388551,,,,,,0.6732895101280061,0.6666488482033315,,,,0.6821166296448262,,0.6960712918038764,,,,,,,,,,,,,,,,,0.6487058496230468,,0.7340602212259763,,,,,0.6962658192396949,,,,
m2683,,,,0.5210402356110594,0.5271784565741303,,,0.5214125973501179,,,,,,,,,,,,,,0.5415034584880132,,,,0.5302925667527092,0.5282125852764122,0.5177767799260481,,,,,,0.5429657534692365,,,0.5329720248535725,,,,0.5557519374829575,0.5936938778519036,,,,,,0.5284661349699789,,,,0.5127375548444076,,,0.5213877657395273,,0.5197928484353649,,,,,0.5370510010982902,,0.5611092993504152,,,0.5543084700583275,0.5230325724740083,,,,0.5157400799137837,,,,,,0.5203062236945823,,0.5367377059296783,,,0.5478003101196405,,0.6299063990696137,,,0.5296873357205741,,0.6150632580748773,,0.5438901974683188,0.5146549611909287,,,,,,0.5434425139648241,0.54135012064848
m592,,,0.6139259879486965,0.6264772925055571,0.6323607513598418,,0.6163813802991368,0.6224706049721885,0.6031934068958281,,,,,,0.6145318651528148,,,,,,,,,,,,0.6499621630380916,,0.5914598919220112,,,,0.5886582712501832,0.6206283787651753,0.6139920690800391,,0.6533707555540779,,,,,,,,,,0.5998524400698901,0.5940821660410096,,,,0.6386225530965627,,,,0.6458342526035608,0.6365531941367556,,,,,,,,,0.6011386475923968,0.6528864019842368,0.6120246478575563,0.5893836501079408,0.6016032628002029,0.6136702768820854,0.6046913512757293,,,0.6107309652787671,,,,,,,,0.5922332152733071,,,,,,,,,,,,,,0.5959690679688772,0.6090637649073305,,0.6017561524678796
m1784,0.6593577912070936,0.6370693803933386,,0.6366927175511087,,0.6916709484788026,,0.6571680304755887,0.6323609713980485,0.665335554396952,,0.6657690353721956,0.6373858295991897,0.664449900783483,0.6648522782733021,,,0.6780500912475476,0.6403031055669302,,,,,0.7022030772030088,0.6398643183570218,0.6912562563345502,,,,0.6455295846604387,,,,0.6384626923937478,,,,0.6527613672354419,0.6520192795270102,,,,,0.6931931717893228,,,,,,,0.633475059696462,0.650015419792066,,0.6578686098057871,,,0.6350729422788902,,,,0.6818007475037858,,,,,,,,,,,,,0.656126097846398,,,,,,,0.6674723180306067,,,,,0.6581294820947312,,,,,,,,,0.6522519060508216,,,,,
m1573,,,,,0.5291959792098222,,0.5159133893037796,,,,0.5113240197670291,,,,,,,,,,,0.5569061575794114,,,,,,,,,,0.5367530916668105,0.5067824457354234,0.5563626745783827,,,0.5285236867338566,,,,,0.5945555718656278,0.5131223784014991,,,,0.5152259244071962,,,,,0.5153832040930336,,,0.6159652982475339,0.5178774581168534,0.5154416575398494,,,,,0.5412732732800126,,0.5836647845639752,,,0.5247043114725984,,0.5154410400607458,,,,,,,,0.5367377059296783,,,,,,,0.5793215235038597,0.5486355922968565,,0.5095008198428179,0.5256746584165267,,,,0.5594724957633639,,0.5107126089488068,0.5275538978950227,,0.5055863585939862,0.5141652601414171,,0.6683230501012613
m1304,,0.7404064706371539,0.6912413315855443,,,0.734997024594453,,,,0.7138408245533215,,0.747872594498336,0.7027389531598832,0.703132130514824,0.7143066310382558,,0.7028420164032927,0.7500214017778213,0.7279994793922517,,,,,0.7399449958637865,0.7845868670614353,,,0.6950493127258439,0.7038482349607418,,,,0.6947551502499038,,,0.7152471843354385,,,0.752292248199334,,,,,0.7731556540140196,0.6926561387379186,,,,0.7124196060446584,0.7492035741615515,0.7666319709498659,0.6956841605183478,0.7237910895430071,0.7046326621340331,,,,0.71326536054124,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7010756591390412,,,,,0.7318804865183278,,,,,0.7421309646847,,,,
m3418,0.5747977098597298,,,,,,,,,0.563806521243731,,,0.5889615331418927,0.5506535746473846,,0.5871884960575493,,0.5551378798065106,,,0.5673436460798019,,0.5749759056647157,,,,,,,,,,,,,,,0.5553923875121252,,0.5746454124991829,,,,0.574010186060976,0.5660190166638521,,,0.5583295315399629,0.5512444010244829,,,,,,0.5607678002066229,,,,0.5626063623945486,0.603645303041793,0.5937844427910606,,0.5706568734318449,,0.588498930845719,0.5677978874773649,,,,,0.5627519252879933,0.5718003076576231,0.5638170261336574,0.5816954556808841,,0.5513457015307563,,,0.5649474668223994,,,,,,,0.579866265971785,0.5565926836952384,,,,,,0.5676132507721986,,,,,,,
m223,0.7002400224919287,0.671895186871751,0.6844007054402442,0.6535504968451129,,0.6576511521062487,,0.6633014719480307,,0.660212913627216,,0.6556979440717565,0.6473738320884024,0.6651285144050623,0.658933996617423,,0.6547504347592914,,0.6605283498873242,,,,0.6619456869351312,0.689896544871669,0.6716682025814926,,,0.7048959376276294,,,,,,,0.648949023301191,,,,0.714500258066437,,,,,0.6528186259527018,,,,,,,,,0.674659237319104,,,,,0.6761081138219178,,,0.6524069675537622,,0.6627491613635923,,,0.6753824693343872,,,,0.6867059022367747,,0.6863045976124963,,,,,,,,,,,,,,,,,,0.6497078280895361,0.65961688606083,,,,,,,,0.6797956727765911,
m380,,,,,0.6320868940060017,0.5938992581553239,0.645375176125388,0.5816598556137579,0.5901397119426144,,0.6198956865206801,0.5785949900290508,,,0.5881369209324024,,,,,,,,,,,0.5760690071231807,,,,,,0.6401643480518141,0.6299702720789054,,,,0.5961392773183161,,,,,0.6516844235317402,,,,,0.6012486545634415,,,,,0.6507038029322183,,0.605951591456537,0.6123860389266687,0.6231830300404784,0.6595347994744222,,0.5848708325523969,,,0.5766918049147034,,,,,,,0.5862405787362029,,,,,,0.5850830118931614,,,0.5864191843901402,,0.5793215235038597,,,,,0.5760184868900363,,,0.5767215694838103,,,,,,,,,,0.6188390357709123,0.5785574040866591,0.6511272402797754
m2706,0.6138183327057113,,,0.590355960617527,0.5886700001686099,0.6183219626382206,0.5978100382216708,0.6068126873230277,,0.5893838025199777,,0.5870363161607942,,0.592673385261084,0.6152444698403836,,,,,,,,,,,0.616565783952695,,0.5993664464116973,,,,0.5921822194839064,0.599054585567906,0.6225233982828426,,,,,,,0.5963567799355901,0.6081324763237645,,,,,,,,,,0.6345120886911664,0.6012836420196228,,,0.6168763260323982,0.6232539851960616,,,,0.5913368042373822,,,,,,0.6183391002544724,,0.5838038098056421,0.5832375545406827,,,,,,,0.6299063990696137,,,,,,0.6129583534206664,,,,,,,0.7149654094165356,,,,,0.6181598673599077,,,,,0.6470353527993971
m1225,0.7148520784666069,0.7238709770469004,0.7075735818049305,,,0.6841150016349038,,,,0.7010807151188034,,0.7392166551948851,0.7086143718026536,0.7218278075998256,,0.6826206483082715,0.7065789044769479,0.7474540493244441,0.6951039894147012,,,,,0.733566961472271,0.7527642578163024,,,0.6842474654039706,,0.6796329529713709,0.6751192109008385,,,,,0.7226853352254501,,0.6846758365617458,0.7370761240142205,,,,,0.7403550128655623,0.7111012209692822,,,,,0.719252248125434,0.714685898827004,,0.70828378426168,,,,,0.7009830329245019,,,0.676619024494849,,,,,,,,,,,,,,,,,,,,0.7010756591390412,,,,,,,,,,0.7442303360604777,,,,,0.7005509209892864,,,,
m1584,0.5760170934288976,,0.585991204672032,0.5903369274722647,,0.6171398899855202,0.5819596946403581,0.5831666338286902,0.5971261471197049,0.5915796684711625,,0.591486723567436,,0.5997473651717745,0.5968579453305117,,0.5994525103236997,0.576628545869157,0.5821373649265852,,0.5855148866442879,,,0.6129792999888115,,0.6119695228338646,,,0.5810599099472079,,,,0.590023169542362,0.5946357845411506,,,,,,,,,,,,,0.5892223465108981,,,,,,,0.6001492613172312,,0.5879820648071509,,,,,0.6028850173286721,,,,,0.582472003029402,,,0.5777338498081724,,,,0.6207970103510646,0.6033237422565916,,,,,0.6111521351932705,,,,,,,0.5811941247609993,,,,,,,,,,,,,,
m1527,0.5485941585373911,,,0.5530333817133821,,,0.5540124739417456,0.5951448230870302,,,0.5973786015582753,,,,0.5468825150219131,,0.5583437018804759,,0.5478217580528794,,,0.5533220075245224,,,,,,,0.5471948559293158,,,0.559858268467175,,0.5797847448895797,0.549567976139058,0.5679069866156661,0.565283808624375,,,,,0.5923446970173828,0.57266284178732,,,,0.6013085039247424,0.5590511334875246,,,,,,,,0.5818679361872845,,,,,,,,0.5511308719202692,,0.5962921691191203,0.5748588303574111,,,0.5546373879001523,,0.5782870548267852,0.5468718377262898,,,,,0.5665648945433867,,,,,0.5773159595108762,0.5767215694838103,,,,,,,,,,,,,,,,0.5885585853943146
m3481,0.6799612716131205,0.6697416096136215,0.6535786794019813,,,,,0.6273103937495903,,0.6501861161836211,,0.6390577260070283,0.6543249195552245,,,,0.6673527388058966,,0.6754020664932571,,,,0.7178055606779981,0.6462234204625468,0.6981504966974396,,,0.6439889877516559,,0.6348019962810613,,,,,,0.6698262001788733,,,0.6918372245025627,,,,,0.6255005546370447,,,,,,0.6825889624957882,0.6706149953862415,,0.6545820230639383,,,,,0.6454648537483504,,,,,,,0.6588961584392605,0.6551388291997899,,,,0.6522245474205143,,0.6575121890904481,,,,0.6487058496230468,,,,,0.6444779572943137,,0.639665524480056,,,0.6355853485118311,,,,,0.7118632068522145,,,,,,,,,
m1923,0.6601604352202106,,0.6405347815843985,,,0.6688413780423117,,0.6710145883506419,,0.6872216221533013,,0.6504710958229827,,0.6878775483336467,0.6472101654878948,,,,,,,,0.6304772233787282,0.6844444708597737,0.6360046236467634,0.6711686146258986,,0.6931063443892396,,,,,0.6489984524850925,0.6457052154342624,,,,0.6435748555956541,0.6748883829302463,,0.6623842202712469,,,,,,,,,0.6434839362221376,,0.658862852498314,0.6641475251657101,,,0.6328912058877091,,,,,0.6573111066259185,,,,,,,,,0.6491784496778685,,0.657826630620959,,,,0.6481281372952641,,,,,,,0.6497078280895361,,0.7149654094165356,,,,,,,,,,0.6312836750841136,0.6807463827591492,,,,
m750,0.7405434849414889,0.768041629540509,0.7363597201651936,,,0.7244000765083392,,,,0.731476370867313,,0.7636050602969624,0.8024205982789114,,,,0.7423617629320274,0.7750595879257298,0.7651575117479005,,,,0.7639259482538092,0.7615302181695229,0.8232798700766026,,,0.7620263414256143,,,,,,,,0.7752204026921987,,,0.7792738926979946,,,,,0.7828753153371284,,0.7750502627627531,,,,0.7940292902487578,0.8097335435187664,,0.7585594766091788,,,,,0.7903409407428041,0.7247718869828474,,,,,,0.7106693272897853,,,,,,,0.7106400664867037,,,,0.7340602212259763,,,,,0.7318804865183278,,,,,0.7442303360604777,,,0.7118632068522145,,,,,,,0.7138402334107659,,,,
m2699,,,,,0.4615596347514128,,,,,,0.46891095423923146,,,,,,,,,0.4522989101542777,,0.5129943754596724,,,,,,,,,,0.4983953744266353,,,,,0.48112824996954906,,,0.4491560820027448,,0.5152300957590596,0.48738618377741155,,,,0.4877548690221501,,,,,,,0.45123701895052065,0.519978566313405,,,,,,,0.4997658231960926,,0.535682255931571,,,0.4763054171562254,0.521438575492075,,,0.5020570594076114,,,,0.4543738853445899,,0.5438901974683188,0.4668099915960253,,0.5594724957633639,,0.50673116853704,,0.4767990855121666,0.49757297291451563,,,0.4570462625047501,,,,,0.5101823638243821,0.48334310618233906,,,0.4575525108282346,0.4743261355812804,,0.4678903219994792
m39,0.5462720794597463,,,,,,0.551346512418976,,0.5536868990625442,,,,0.5707029785591033,,,0.5730049940401087,,,0.5509219976547443,0.5512877975944716,0.5583033973420868,,,,,,,,,0.5771143134193912,,,0.5487105902241357,,,,,,,0.5954493803759398,,,0.580268607264355,,0.5571408644783448,,,0.5588525555713539,,,,,0.5462810864995428,,0.5934497127700539,,,,0.5741439864742909,0.5668239074400513,,,0.5570208544784759,,0.5921204147835787,,,0.5483796741724549,0.5736210227743714,0.6009200288223684,,,,,,0.5664056568176259,,,,,,0.5676132507721986,,,0.5759822369869186,0.5743401819847581,,,,0.547449647431771,,,,0.5590804061180527,,,0.5834159634331068,,,
m21,,,,,,,0.5520111668479651,,,,0.5756135632408033,,0.5769479837214457,0.5589670716348003,,,0.5626675543075091,,0.6011506203191759,,,,0.5850560396436677,,,,,0.5850925168242118,,,,,,,,,0.5536482864622285,,0.591168764068599,0.5509594054614382,0.5485360409692559,,0.5655634543109898,,,,,,,0.5460971896041354,0.5877554591524592,,0.560594770920989,,,0.5829567592186977,,,0.5585489274014528,,,,,,0.556412913296436,0.5948914525964469,0.5813592312230983,,,0.5509798842202248,0.5808234374762563,,,,,0.5549535958061385,,,0.5530388710314327,,0.5785806700351195,,,,,0.5676653070895789,,,0.5702246547984751,,,,0.5590804061180527,,,,,,0.5660823055846221,
m1393,0.6024139133368888,,,,0.6034230084134371,0.6306164292110625,0.6111533730329818,0.6388082073492125,0.6123218736580158,0.612397468728082,,,,0.6274440018263735,0.6207715280520127,,,,,,,,,0.6097172359577062,,0.6444279720363935,,0.6158794051772883,,,,,,0.640532448777853,,,,,,,,,,,,,,,0.6146470715143297,0.6072829550714143,,0.6378212077211219,0.6105826855325756,0.6122490695405456,,0.6227496278467859,0.6281350821024592,,,0.6223428660397169,0.6627541899696081,0.6176864923923914,,,,,,,,0.6168022130270274,,,0.622374304314363,0.6354187226752391,,,,,0.6522519060508216,,,,,,0.6181598673599077,,,,,0.6312836750841136,,,,,,0.6193016699179402,,,,
m2804,0.7093711482677383,0.723003726547817,0.6980829893712548,,,,,,,0.7233238615624663,,0.7404854415340472,0.7006838830374935,0.735154663409892,0.6979394107508987,,0.7350874684486477,0.725250032507624,0.6963908340513338,,,,,0.762857849379667,0.7545128537371653,0.7036104557034956,,0.7131279752303834,,0.7408291151586486,,,,,,,,0.7020598309491394,0.7422715892822431,,,,,0.7060771206931185,0.7103202560069903,,,,0.722987114851558,0.7173209667319466,,,0.7131236533161596,,,,,0.7387262841418085,0.7153087455774184,,0.6962823106586611,,,,,,,,,0.7040044516473041,,,,,,,,,,,0.7421309646847,,,,,0.7005509209892864,,,,,0.7138402334107659,,,,,,,,,
m588,,0.6286178714566908,0.633194701668826,0.6382991077436048,0.6216708119288675,0.6148691287967533,0.6372947009562483,,0.6607997179981325,,,0.6432130579972151,,0.6355930238333062,0.6251953225411534,0.6256004387306432,0.6294906355692692,0.6387623186136145,,,0.6303448526136384,,,0.6284315046952229,,0.6226442857742707,0.6223256532796366,,,0.7058744067108755,,,0.6260552247864122,,,,0.6253250389320393,,,,,,,,0.6425090697640613,,,0.7007914624642506,,,0.6142437654469559,0.6133698941710348,,0.6181054598924023,,0.6337660464623576,0.6163921408331655,,0.6928228523975477,,,,,,,,,,0.6181971756213788,,,,,,0.6282050996508725,,,,,,,,,,,,,,,,,,,,,,,,,
m2406,,,0.5901560449786741,,0.6280072265888862,,0.6092826248978995,,0.6563784484160925,,,0.629816348811451,,0.598267529197712,,,0.5933802079257251,,,,0.6113632563035666,,,,,0.6018105041277931,0.613548732430157,,0.5973685740305914,0.5939096281066271,,0.5915399425993855,0.6222622524404238,,0.5961862205653536,,0.5941610497439209,,,,,,,,,,0.5887508991144046,,,,,0.622710221741173,,0.5996301016863747,0.6068522800639022,0.6396643406230702,0.6319152371806195,,0.597416995617893,,,0.5990928841429436,,,,,,,,,,,0.5931457947892812,0.5894829626852901,0.6034742843898542,,,0.6090637649073305,,,,,,0.6188390357709123,,,,,,,,,,,,0.6218125409601071,,,,
m1220,,0.6781868924090907,0.6663703647740472,0.6470454411643254,,0.641293110858206,,,,0.6364682329054281,,0.6983677936962713,,0.6389222081363419,0.6656181670178757,,0.6467890000988271,,,,,,,0.6554709321971568,0.6651280702491207,,0.6857121984175399,0.6646075638662636,0.6578433394017386,,,,,,0.6471311492683041,0.6839887250226628,,,0.6522466283524297,,0.6700268047580789,,,0.6483332488164469,,,,,,0.6411453212342142,,0.6828813374283933,0.6783900391205837,0.6410097133103132,,0.6642070476482782,,0.6949814281926108,,,,,,,,,,,,0.6599934028230945,,,0.6454507603751463,,,,,,,,0.6720146481453784,,0.6797956727765911,,,,,,,,0.7004750388540093,,,,,,,,,
m733,,,,0.6004918952332853,0.622863739888817,0.5968901598118241,0.6129808741695779,0.6188385582916025,,,0.6192747506029398,,,0.6263327190541665,0.6265392181100553,,,,,,,0.5946215534301612,,,,0.6188789199983079,,,,,,0.5897937048132085,0.6429408988803433,0.6606003672713321,,,,,,,,0.6981807855785919,,,,,0.6137303587004285,,,,,0.6487968092145615,,0.606575711018304,0.6353360969191668,0.6577011410427953,0.6525553445960331,,0.5968235845310671,,0.595221681418853,,,,,,0.594014506592087,,,,,,,,,,,0.6017561524678796,,0.6683230501012613,,,,0.6511272402797754,0.6470353527993971,,,0.5885585853943146,,0.6149285946797235,,,,,,,0.5884549293759377,,,
